거래번호,계좌번호,고객번호,도시,신용점수,가입일,계좌유형,잔액_USD,개설일,거래금액_USD,transaction_amount_numeric,거래일시,days_from_opening_to_transaction,days_from_signup_to_opening,date_logic_classification
TXNGRCY0MJUNIDG39,ACC0OHKDAMOA9LI,CUS07FUOXZVGDLD,Rebeccatown,587,2023-09-23 21:57:29,Checking,1203.58,2019-01-08 23:46:00,"$8,329.83",8329.83,2019-04-03 04:20:06,84.19034722222223,-1718.9246412037037,Account opened before customer signup
TXNJ9ACUR6RT3S6W7,ACC2KIQ0QJ8PJL7,CUS03N0IPI5HDP0,West Kayla,499,2019-12-24 20:00:29,Checking,13869.69,2025-12-09 00:21:00,"$5,793.97",5793.97,2019-04-03 13:34:05,-2441.449247685185,2176.1809143518517,Transaction before account opening
TXNT3GY6CI9TMS3C8,ACC73CHI4SR35TB,CUS00J9HGARKDPW,Thomaston,357,2021-02-05 12:27:00,Checking,141385.78,2021-10-17 23:53:00,"$9,479.44",9479.44,2019-04-04 05:10:57,-927.7792013888889,254.4763888888889,Transaction before account opening
TXN8LR78HLQ6JCGH1,ACCMUNC73OZ70DC,CUS078FTAJ5W2PF,South Williamchester,400,2021-11-21 18:18:16,Business,134845.87,2023-10-22 08:14:00,"$2,559.45",2559.45,2019-04-04 21:46:37,-1661.4356828703703,699.5803703703704,Transaction before account opening
TXNL3AOUZKLC3OUN4,ACCOXDZWN5T2J6O,CUS02N2EQWPSOJ5,Michaelland,428,2025-07-15 17:07:38,Checking,74014.87,2023-01-23 02:42:00,"$3,954.54",3954.54,2019-04-05 11:21:40,-1388.6391203703704,-904.6011342592593,Transaction before account opening
TXNE20S8JL0B36IJY,ACCHOAE2UIU5HVF,CUS06WTOSVI4DPU,Port Danny,395,2020-01-05 09:48:49,Savings,108026.71,2025-09-09 06:32:00,"$9,303.42",9303.42,2019-04-05 13:03:44,-2348.727962962963,2073.863321759259,Transaction before account opening
TXNSVV381NF37NGNG,ACCLZM01QDEPDDA,CUS04XM9H1NY7C3,North Bryanside,680,2020-08-04 21:08:19,Savings,71562.25,2022-11-04 06:53:00,"$3,964.77",3964.77,2019-04-05 23:01:38,-1308.327337962963,821.4060300925926,Transaction before account opening
TXNC3U9ZF2SBT3IU1,ACCQV30Z7132KLV,CUS07N7398LWLZF,Mcintoshmouth,704,2024-07-16 23:37:06,Business,116306.13,2023-10-13 08:03:00,"$7,749.48",7749.48,2019-04-07 14:31:04,-1649.7305092592592,-277.64868055555553,Transaction before account opening
TXNT2NYAKCL4XLYUC,ACC66UIZY6A5U83,CUS066JOF3V7NQ2,South Wendyside,829,2020-03-17 03:34:51,Checking,68766.07,2024-03-06 16:09:00,"$8,384.13",8384.13,2019-04-08 08:02:24,-1794.3379166666666,1450.5237152777777,Transaction before account opening
TXNRAE8SVCBPMOGLP,ACCO6VKLH0VOHNR,CUS03WXTJ3ISNIJ,East Russell,820,2020-02-21 19:10:23,Business,7644.72,2022-03-23 19:51:00,"$2,660.02",2660.02,2019-04-08 08:21:33,-1080.4787847222221,761.0282060185185,Transaction before account opening
TXN8VR7VHC6E7Z7N0,ACCQX7Y9T6H40DH,CUS06GJM01CB6QM,Lesterfort,705,2022-07-16 13:23:48,Business,92849.74,2023-04-28 15:04:00,"$6,719.81",6719.81,2019-04-08 09:49:49,-1481.2181828703704,286.06958333333336,Transaction before account opening
TXNGAUMIQIQOV0RRV,ACCBDHBH3UNN47T,CUS03G4H23TA015,Reedbury,779,2025-04-21 21:30:27,Checking,170944.69,2020-10-22 20:23:00,"$7,566.59",7566.59,2019-04-08 16:16:31,-563.1711689814815,-1642.0468402777778,Transaction before account opening
TXN2AGFVKLDIQUB8G,ACCKHH2QTAYCMLC,CUS04CG9HO6QAK7,Lake Soniafort,730,2019-02-12 07:38:09,Business,190188.38,2024-10-21 07:13:00,"$4,781.73",4781.73,2019-04-08 22:23:40,-2022.3675925925927,2077.982534722222,Transaction before account opening
TXNOH33CDVK19DM7V,ACC9AB5MS4EKWR2,CUS06GIJK1P92E7,Starkfurt,766,2021-02-04 05:31:42,Checking,189769.0,2025-06-13 23:15:00,"$6,349.75",6349.75,2019-04-08 23:22:43,-2257.994641203704,1590.7384027777778,Transaction before account opening
TXN3TKO911WXUWAMO,ACCIOKPSJXKUB20,CUS02ZPMZRBEGLE,Alexanderbury,369,2025-10-19 10:31:11,Checking,76404.44,2020-04-03 23:11:00,"$9,485.81",9485.81,2019-04-09 14:05:49,-360.378599537037,-2024.472349537037,Transaction before account opening
TXNWMXRM5J891WT55,ACCVM791CZOB5RM,CUS00J9HGARKDPW,Thomaston,357,2021-02-05 12:27:00,Checking,138879.91,2021-07-19 08:36:00,"$7,113.21",7113.21,2019-04-09 14:16:07,-831.7638078703703,163.83958333333334,Transaction before account opening
TXNBL0U11QJCB9DOZ,ACCOBCIB5R76III,CUS04A2RR4OL58H,Collinsmouth,352,2023-08-06 02:43:22,Savings,90820.64,2021-10-10 07:23:00,$102.76,102.76,2019-04-10 12:27:07,-913.7888078703704,-664.8058101851852,Transaction before account opening
TXNSZ8GWYGYZAST1D,ACCQX7Y9T6H40DH,CUS06GJM01CB6QM,Lesterfort,705,2022-07-16 13:23:48,Business,92849.74,2023-04-28 15:04:00,"$6,581.26",6581.26,2019-04-10 15:20:03,-1478.9888541666667,286.06958333333336,Transaction before account opening
TXNUKH5HGD9LFVA3C,ACCYEDT0JZ9M3G4,CUS00OZ4U8N2LR4,Kevinberg,619,2025-04-30 15:38:26,Savings,103015.45,2021-06-05 03:24:00,"$6,024.92",6024.92,2019-04-10 16:51:46,-786.4390509259259,-1425.510023148148,Transaction before account opening
TXNT2O9T14Q6TAZWR,ACCGPJ030AZKFHS,CUS04MWEV3YB1RZ,North Catherineside,774,2025-08-03 17:26:53,Checking,54925.25,2019-02-13 13:38:00,"$5,797.78",5797.78,2019-04-11 17:41:47,57.16929398148148,-2363.1589467592594,Account opened before customer signup
TXN0579M564P2YKW6,ACC91CWL5E2Y9DX,CUS061ZV5E8TWGE,Kingstad,819,2022-10-31 14:39:53,Business,3842.83,2024-08-17 01:52:00,"$6,126.05",6126.05,2019-04-11 19:46:07,-1954.2540856481482,655.4667476851852,Transaction before account opening
TXNLZUJMG3KJR9J6I,ACCJLGAFXG21P6W,CUS06E8KI4C6L1B,Robertshaven,845,2022-09-18 16:31:47,Savings,159408.92,2021-04-20 23:49:00,"$5,676.31",5676.31,2019-04-11 22:14:50,-740.0653935185185,-515.6963773148149,Transaction before account opening
TXN20YCLACNKEUQUG,ACC0OHKDAMOA9LI,CUS07FUOXZVGDLD,Rebeccatown,587,2023-09-23 21:57:29,Checking,1203.58,2019-01-08 23:46:00,"$5,403.52",5403.52,2019-04-12 12:23:43,93.52619212962964,-1718.9246412037037,Account opened before customer signup
TXNSVNXL7WYX6N1UM,ACC4UF6L00OLFYP,CUS013XRIMYMKRC,North Christinaburgh,640,2020-02-12 10:44:23,Checking,37701.42,2022-12-17 17:21:00,"$2,592.07",2592.07,2019-04-13 04:14:29,-1344.5461921296296,1039.2754282407407,Transaction before account opening
TXNOPBNNE1R174IM5,ACCRR1OIK7SCRXS,CUS0184XTGD0MA1,Barnesville,466,2024-02-06 08:20:48,Business,24060.91,2024-01-17 00:42:00,"$8,027.73",8027.73,2019-04-13 10:36:04,-1739.5874537037037,-20.31861111111111,Transaction before account opening
TXNFU1WJXPDMX9OEP,ACCCDQPQ8G0MPT0,CUS04F9UQH0AJ3X,Thomasfurt,450,2021-03-28 17:40:45,Business,77617.25,2023-10-31 01:17:00,"$2,034.01",2034.01,2019-04-13 23:35:57,-1661.0701736111112,946.3168402777778,Transaction before account opening
TXNFLIKV1YPUFJO2I,ACCSQMUED9NJ65L,CUS05D1O50UBZLQ,Gilbertside,670,2023-08-13 20:24:12,Savings,36456.52,2019-02-21 22:50:00,"$5,378.19",5378.19,2019-04-14 10:01:13,51.466122685185184,-1633.89875,Account opened before customer signup
TXN5AT7KIE9ODHB4F,ACC67KEM3SR0EA2,CUS0184XTGD0MA1,Barnesville,466,2024-02-06 08:20:48,Savings,160743.67,2020-11-30 16:11:00,"$9,719.90",9719.9,2019-04-14 13:09:25,-596.126099537037,-1162.6734722222222,Transaction before account opening
TXN53R7PCLK7W7MWN,ACCHKWVJ867T36S,CUS06I5245EHJZP,Harringtonland,524,2020-11-30 14:01:57,Savings,87335.69,2023-03-21 11:40:00,NaN,NaN,2019-04-15 02:37:20,-1436.3768518518518,840.9014236111111,Transaction before account opening
TXNKCUQKBWJ4OAKHD,ACCM5RLOEJ49ZIF,CUS03P24BX2144V,Coxshire,479,2024-04-13 21:27:42,Checking,173275.94,2021-03-27 19:34:00,"$7,413.64",7413.64,2019-04-15 23:40:37,-711.828738425926,-1113.0789583333333,Transaction before account opening
TXNB872B1EJPZO0PY,ACC9N1M5Z9M2BJ3,CUS02MP2JOCH6PC,Hollymouth,449,2020-09-13 06:40:23,Savings,87774.98,2019-08-24 03:57:00,"$2,903.62",2903.62,2019-04-16 15:28:09,-129.52003472222222,-386.11346064814813,Transaction before account opening
TXNGOHEF9H95T1GB0,ACCZTQ0CTE3H85D,CUS02MP2JOCH6PC,Hollymouth,449,2020-09-13 06:40:23,Checking,33176.85,2019-08-07 10:08:00,"$1,162.23",1162.23,2019-04-16 17:34:48,-112.68972222222222,-402.85582175925924,Transaction before account opening
TXNN5VLRZE61YEYC7,ACCNTOLJULQ4EIF,CUS03EM58DQRDZC,West John,548,2021-08-18 15:06:23,Checking,1704.88,2019-07-11 12:50:00,"$8,737.76",8737.76,2019-04-17 13:49:42,-84.95854166666666,-769.0947106481482,Transaction before account opening
TXNDXOV8X4K7PSY5Z,ACCSB2H3OYIULXB,CUS03P9FR26X4KY,Port Joshua,338,2024-09-18 01:03:47,Business,28126.39,2019-10-19 12:55:00,$102.56,102.56,2019-04-17 14:12:02,-184.94650462962963,-1795.506099537037,Transaction before account opening
TXNANJ5GDHBLSLDWH,ACCY0F2GIO3Q3RX,CUS02YA7HZS3K1X,Pattersonland,704,2022-11-11 08:28:50,Checking,76802.18,2019-04-12 22:28:00,"$2,136.70",2136.7,2019-04-17 23:12:16,5.0307407407407405,-1308.4172453703704,Account opened before customer signup
TXNH4VN4D700TRZ3E,ACCAU2DO3662QGC,CUS06KR3N0HYTBA,Michaelland,431,2021-09-02 06:44:28,Savings,97423.13,2022-05-09 00:48:00,"$5,800.62",5800.62,2019-04-18 08:44:14,-1116.6692824074073,248.7524537037037,Transaction before account opening
TXNZVK41PN4XA1XU8,ACC1L3RLG8YLFYJ,CUS07FUOXZVGDLD,Rebeccatown,587,2023-09-23 21:57:29,Savings,169848.26,2022-02-25 12:22:00,"$9,210.45",9210.45,2019-04-18 09:01:22,-1044.1393287037038,-575.3996412037037,Transaction before account opening
TXN4HYZ0G08S9FZX2,ACCQV30Z7132KLV,CUS07N7398LWLZF,Mcintoshmouth,704,2024-07-16 23:37:06,Business,116306.13,2023-10-13 08:03:00,"$2,436.63",2436.63,2019-04-18 13:19:22,-1638.780300925926,-277.64868055555553,Transaction before account opening
TXNUL22DXH8YJRKY5,ACCGE0NVVBYB7NH,CUS025KGSCZ624I,Murphymouth,305,2020-04-22 00:00:27,Checking,64718.09,2021-03-26 18:02:00,"$5,945.92",5945.92,2019-04-18 15:05:44,-708.1224074074074,338.75107638888886,Transaction before account opening
TXNSP6HKMNMNI3IVR,ACCA1ORZ4QG44N6,CUS00J9HGARKDPW,Thomaston,357,2021-02-05 12:27:00,Savings,24178.61,2019-11-23 17:37:00,"$2,539.37",2539.37,2019-04-19 01:25:58,-218.6743287037037,-439.78472222222223,Transaction before account opening
TXN99FJUC82M45MM5,ACCCZW3NWYCDBY4,CUS04FCUOSC6HRQ,South Davidland,666,2021-02-28 17:48:59,Business,23662.12,2023-11-01 05:01:00,"$3,569.25",3569.25,2019-04-19 04:06:36,-1657.0377777777778,975.4666782407407,Transaction before account opening
TXNCPUXBDIX3ETBIC,ACC1T3Y4RMAAOUX,CUS06IHF0CDOZ9A,East Mistyton,454,2023-02-25 23:59:05,Business,142287.54,2023-10-14 19:39:00,"$5,118.35",5118.35,2019-04-19 13:34:42,-1639.252986111111,230.8193865740741,Transaction before account opening
TXN6RXN2SAZCT6S7P,ACCFZK93HE5E2D6,CUS00SCTYHTADEN,Jesseport,449,2025-11-22 00:53:00,Business,38435.98,2025-10-03 01:48:00,"$2,052.84",2052.84,2019-04-19 18:46:36,-2358.292638888889,-49.96180555555556,Transaction before account opening
TXNQH5036AM7ORIOP,ACCE3SFWLSKIC0U,CUS02REUAIUNL09,East Hollyburgh,660,2020-03-25 06:10:51,Savings,56531.1,2023-06-27 10:22:00,$58.94,58.94,2019-04-19 23:59:17,-1529.4324421296296,1189.1744097222222,Transaction before account opening
TXNA7L99G24X01JCF,ACC2Y57KOX24RP1,CUS02QX5BMA711D,Milesborough,483,2023-04-29 18:24:19,Business,195215.96,2022-12-30 16:26:00,"$5,961.60",5961.6,2019-04-21 03:46:54,-1349.5271527777777,-120.08216435185186,Transaction before account opening
TXN741QSTPC0E0088,ACC6YZYFP0RX5KQ,CUS02M2WDUDI2LY,Riceport,543,2023-03-10 18:02:27,Business,30246.17,2023-06-24 14:10:00,"$9,742.52",9742.52,2019-04-21 06:05:23,-1525.3365393518518,105.8385763888889,Transaction before account opening
TXNQQF10MRWQNWI84,ACCWCRKI5YIMYU3,CUS00IRYWKCIAI3,Thomasville,763,2024-05-14 15:07:33,Business,21349.28,2019-07-18 21:10:00,"$8,443.47",8443.47,2019-04-21 23:34:13,-87.89984953703704,-1761.748298611111,Transaction before account opening
TXN2LSNNWGC2GVUSH,ACCB8MS9Z8SOCIA,CUS03WXTJ3ISNIJ,East Russell,820,2020-02-21 19:10:23,Business,155374.77,2025-05-22 17:28:00,"$5,940.02",5940.02,2019-04-22 11:05:55,-2222.2653356481483,1916.928900462963,Transaction before account opening
TXN6K625QASQLWLEB,ACCP20SN5XD2S4C,CUS007GCM2J726A,Lake Blaketown,492,2024-04-29 23:10:15,Checking,60598.31,2023-12-13 13:58:00,"$4,311.43",4311.43,2019-04-22 12:12:35,-1696.0732060185185,-138.38350694444443,Transaction before account opening
TXN0U0S8J6JRV3ZZE,ACCIS5D2BYD480Q,CUS012NIAZPT8V0,North Stacychester,710,2020-07-15 17:19:50,Business,194436.61,2020-05-09 02:34:00,"$9,911.36",9911.36,2019-04-23 17:36:44,-381.37310185185186,-67.61516203703704,Transaction before account opening
TXN7D9K0CN7QQKRF9,ACCBO0YRAOTJU3I,CUS004THQ8NDQW3,Port Faithstad,636,2024-01-01 18:57:58,Business,131026.41,2022-06-25 13:11:00,"$3,037.74",3037.74,2019-04-23 22:30:31,-1158.6114467592593,-555.240949074074,Transaction before account opening
TXN1GPS7KC2TGNUAK,ACCFZK93HE5E2D6,CUS00SCTYHTADEN,Jesseport,449,2025-11-22 00:53:00,Business,38435.98,2025-10-03 01:48:00,"$1,604.87",1604.87,2019-04-24 16:25:12,-2353.3908333333334,-49.96180555555556,Transaction before account opening
TXN7YL50LCRK5PCR8,ACCVDBPJMU8P0XB,CUS02D8VJLZF31E,New Colleenfurt,428,2019-06-05 00:14:06,Checking,158432.81,2024-04-06 09:12:00,"$9,549.07",9549.07,2019-04-25 05:54:13,-1808.137349537037,1767.3735416666666,Transaction before account opening
TXNGTNDIB2LFLEUJ7,ACCKG67XWW10YIO,CUS04DBO6BZ2RU3,Allentown,398,2025-06-22 20:48:40,Checking,132234.09,2025-08-17 09:12:00,"$7,875.64",7875.64,2019-04-25 06:15:04,-2306.1228703703705,55.5162037037037,Transaction before account opening
TXN2H46T4SOHVODQE,ACC2YVHGQTV6D2O,CUS04WLUUG24UWZ,Anthonyberg,612,2022-08-12 02:09:59,Savings,95516.12,2022-02-28 08:31:00,"$8,922.21",8922.21,2019-04-25 08:54:48,-1039.9834722222222,-164.7354050925926,Transaction before account opening
TXN6L46H6J3YD8XH9,ACCFFAC9GDWFJN3,CUS04A2RR4OL58H,Collinsmouth,352,2023-08-06 02:43:22,Savings,76746.37,2023-11-28 17:20:00,"$8,750.98",8750.98,2019-04-25 14:46:47,-1678.106400462963,114.60877314814815,Transaction before account opening
TXNCA2GOKX2419ORG,ACCNJ652GRKULWU,CUS03GD9U4OFIAL,Kellychester,488,2023-12-12 02:25:36,Savings,108971.67,2020-05-17 16:48:00,"$9,192.05",9192.05,2019-04-27 01:18:13,-386.64568287037036,-1303.401111111111,Transaction before account opening
TXNHCHBLFF1IPTUZC,ACCDAJR8REU81YT,CUS012NIAZPT8V0,North Stacychester,710,2020-07-15 17:19:50,Business,5082.35,2022-09-30 05:24:00,"$6,644.70",6644.7,2019-04-27 01:39:20,-1252.1560185185185,806.5028935185185,Transaction before account opening
TXN05U13WX6F9NKH2,ACCY98RS1AQKGKO,CUS00IRYWKCIAI3,Thomasville,763,2024-05-14 15:07:33,Savings,84340.31,2022-12-21 15:43:00,"$1,998.80",1998.8,2019-04-27 01:41:53,-1334.5841087962963,-509.97538194444445,Transaction before account opening
TXN7XOG4NFDLLNPV9,ACCUKX64KAZ2AFL,CUS023QWAFS5VB1,Ericberg,618,2025-10-15 07:39:21,Checking,44848.56,2025-10-31 01:51:00,"$9,497.45",9497.45,2019-04-27 04:53:48,-2378.8730555555558,15.758090277777777,Transaction before account opening
TXNI1VXGPGPV2EEGF,ACCBUHV8WKFKV6P,CUS002V4AVJO5UQ,North Michaelport,510,2019-09-13 07:46:29,Checking,178960.28,2019-12-25 14:23:00,"$1,188.75",1188.75,2019-04-27 21:14:16,-241.71439814814815,103.2753587962963,Transaction before account opening
TXNBW2WDN9XSDMV4W,ACCSQMUED9NJ65L,CUS05D1O50UBZLQ,Gilbertside,670,2023-08-13 20:24:12,Savings,36456.52,2019-02-21 22:50:00,"$2,845.90",2845.9,2019-04-28 12:39:14,65.57585648148148,-1633.89875,Account opened before customer signup
TXNELL3SZH5G8LOXN,ACCY2YYTGJCTPZJ,CUS00YEH8UXZ3AD,Lake Benjamin,511,2022-10-21 00:17:29,Checking,100895.25,2022-09-24 02:41:00,$343.31,343.31,2019-04-28 16:37:01,-1244.4194328703704,-26.900335648148147,Transaction before account opening
TXNN37NIOPDNAW4Q3,ACCOZFFTH7A6MMQ,CUS04F9UQH0AJ3X,Thomasfurt,450,2021-03-28 17:40:45,Checking,113867.32,2020-10-23 15:37:00,"$8,405.05",8405.05,2019-04-29 03:30:04,-543.5048148148148,-156.0859375,Transaction before account opening
TXN4HIQAXZJ1F4Y1X,ACC2CXA94LPVKVL,CUS02UQ2RZSH856,Ashleyberg,572,2020-06-12 13:56:00,Business,87479.09,2020-02-29 14:51:00,"$2,238.77",2238.77,2019-04-30 01:03:21,-305.57475694444446,-103.96180555555556,Transaction before account opening
TXNSF0X2RWMEB6596,ACC4DLKFJ9ESSG6,CUS04DBO6BZ2RU3,Allentown,398,2025-06-22 20:48:40,Business,59907.9,2019-09-17 08:34:00,NaN,NaN,2019-04-30 10:35:59,-139.91528935185184,-2105.510185185185,Transaction before account opening
TXNDDSPV8Q7CLK5I3,ACCXBSOSM3IQSUC,CUS04CG9HO6QAK7,Lake Soniafort,730,2019-02-12 07:38:09,Checking,21308.95,2021-06-24 17:56:00,"$2,462.51",2462.51,2019-04-30 14:01:15,-786.1630208333333,863.4290625,Transaction before account opening
TXN6KF1YQ5LUV1H8P,ACCNQMEAJU0POQ4,CUS03SNPPEJR055,South Eddieshire,757,2024-07-31 19:30:04,Savings,141336.06,2021-10-05 07:46:00,"$6,950.13",6950.13,2019-05-01 08:21:53,-887.9750810185185,-1030.4889351851853,Transaction before account opening
TXNZBXV6IZY413IQV,ACCEQ52FFY3A3JQ,CUS0545GN77K5Y0,Phamchester,603,2024-05-06 18:53:57,Business,57645.86,2019-07-12 14:41:00,"$3,240.81",3240.81,2019-05-01 19:49:16,-71.78592592592592,-1760.1756597222222,Transaction before account opening
TXNGOMXB7EQ63F7IE,ACC17EZ4TDH7VWE,CUS06ATN1VYTMIM,North Thomasburgh,472,2021-08-03 09:12:32,Savings,170091.45,2020-11-21 09:31:00,"$4,669.65",4669.65,2019-05-01 22:50:18,-569.4449305555555,-254.98717592592592,Transaction before account opening
TXNT58NUF4F8E8HY4,ACCLSKH56RYQJD4,CUS01PCADRQUANW,South Rachelchester,819,2021-09-12 07:06:15,Savings,177713.54,2023-05-30 12:53:00,"$5,202.99",5202.99,2019-05-02 17:32:09,-1488.8061458333334,625.2407986111111,Transaction before account opening
TXNVK78UCCIUKNSBW,ACCRFW81AX03LOY,CUS02QX5BMA711D,Milesborough,483,2023-04-29 18:24:19,Business,21098.15,2020-10-16 15:40:00,$500.05,500.05,2019-05-02 21:47:21,-532.7448958333333,-925.1141087962963,Transaction before account opening
TXNY8PEZOOOUV0SR8,ACCU21QSEAIRH8D,CUS07140K36FAOP,Ruizton,784,2021-12-18 03:39:51,Savings,8057.01,2025-03-19 21:34:00,"$9,816.52",9816.52,2019-05-02 22:47:40,-2147.9488425925924,1187.7459375,Transaction before account opening
TXNO3K8GR5HC0O967,ACCSCC22SSEPTX8,CUS06I5245EHJZP,Harringtonland,524,2020-11-30 14:01:57,Savings,42164.52,2023-06-14 04:55:00,"$7,136.36",7136.36,2019-05-03 11:59:52,-1502.7049537037037,925.6201736111111,Transaction before account opening
TXNA5JL9J9AX3S5NN,ACCDFUBYM0ELOYI,CUS02TWKCAITNWZ,Port Sydneyton,326,2025-06-13 10:26:05,Checking,20239.51,2020-06-28 13:11:00,"$3,770.39",3770.39,2019-05-03 13:54:13,-421.9699884259259,-1810.885474537037,Transaction before account opening
TXNBMW1L3K004SF2K,ACC5ABXXJSL3MGP,CUS03P9FR26X4KY,Port Joshua,338,2024-09-18 01:03:47,Checking,191297.02,2025-05-15 16:08:00,"$5,712.23",5712.23,2019-05-04 01:56:53,-2203.5910532407406,239.62792824074074,Transaction before account opening
TXN2G3SGAN70UHAR0,ACC1XU3ILSHCEBJ,CUS06GJM01CB6QM,Lesterfort,705,2022-07-16 13:23:48,Business,198714.13,2022-05-01 03:20:00,"$4,689.63",4689.63,2019-05-04 19:44:51,-1092.3160763888889,-76.41930555555555,Transaction before account opening
TXNULG9ZU9PJH6OEA,ACCT1EXTUFGRWTJ,CUS06WPX2CYOS0F,Jameshaven,331,2020-03-19 14:24:30,Business,137678.1,2023-07-12 01:39:00,"$2,619.93",2619.93,2019-05-05 11:30:45,-1528.5890625,1209.4684027777778,Transaction before account opening
TXNENB5RYRBZK99S9,ACCUQTXGREVDSNP,CUS06GJM01CB6QM,Lesterfort,705,2022-07-16 13:23:48,Savings,158831.08,2024-07-24 19:26:00,"$8,989.40",8989.4,2019-05-06 02:48:53,-1906.6924421296296,739.2515277777778,Transaction before account opening
TXNKEHTAOHTF9DQUX,ACCGE0NVVBYB7NH,CUS025KGSCZ624I,Murphymouth,305,2020-04-22 00:00:27,Checking,64718.09,2021-03-26 18:02:00,"$3,854.62",3854.62,2019-05-06 05:29:49,-690.522349537037,338.75107638888886,Transaction before account opening
TXNVRVPD18YSIRJIZ,ACC1ZJN8SMXJH7J,CUS025KGSCZ624I,Murphymouth,305,2020-04-22 00:00:27,Checking,117393.81,2023-04-07 01:21:00,"$4,431.89",4431.89,2019-05-06 06:22:25,-1431.7906828703703,1080.0559375,Transaction before account opening
TXN06VD6B6UIM94V2,ACC1IK9E344IVND,CUS021EHTXAX25R,Lake Justin,374,2021-12-21 22:59:44,Savings,66681.28,2019-05-09 17:51:00,"$9,493.45",9493.45,2019-05-07 15:39:49,-2.091099537037037,-957.2143981481481,Transaction before account opening
TXNZD09DXB2V7SORB,ACCHKWVJ867T36S,CUS06I5245EHJZP,Harringtonland,524,2020-11-30 14:01:57,Savings,87335.69,2023-03-21 11:40:00,"$3,821.39",3821.39,2019-05-07 23:02:47,-1413.5258449074074,840.9014236111111,Transaction before account opening
TXNGH2Y32JIE8R7T4,ACCDL1Y3BA8BRQS,CUS066JOF3V7NQ2,South Wendyside,829,2020-03-17 03:34:51,Business,88066.87,2020-10-12 08:50:00,"$7,378.04",7378.04,2019-05-08 07:44:48,-523.0452777777778,209.21885416666666,Transaction before account opening
TXN8PD3SW13DWJSGK,ACCMQIGA3K0ICZ3,CUS05GLXSKT03Y0,Norrisport,615,2021-12-01 18:49:12,Checking,144176.11,2023-03-24 00:08:00,"$7,065.20",7065.2,2019-05-08 09:55:50,-1415.5917824074074,477.2213888888889,Transaction before account opening
TXNDEZ69H529L37Y9,ACC98YVF0NDMU6J,CUS01J9R3VF0R5W,East Dianehaven,682,2021-08-01 21:17:01,Checking,154046.9,2023-03-28 01:20:00,"$7,367.39",7367.39,2019-05-08 12:34:37,-1419.5315162037036,603.1687384259259,Transaction before account opening
TXNLDI5TFB18BEI4N,ACCPLU24PKCZMNC,CUS03N0IPI5HDP0,West Kayla,499,2019-12-24 20:00:29,Business,63287.03,2021-04-16 23:38:00,"$5,697.76",5697.76,2019-05-08 22:04:49,-709.0647106481481,479.15105324074074,Transaction before account opening
TXNSWSS557SKSZB30,ACCIOKPSJXKUB20,CUS02ZPMZRBEGLE,Alexanderbury,369,2025-10-19 10:31:11,Checking,76404.44,2020-04-03 23:11:00,"$9,263.47",9263.47,2019-05-09 00:53:28,-330.9288425925926,-2024.472349537037,Transaction before account opening
TXN4FMCIP5NSVX0ED,ACCD2XYMIEN1112,CUS03FNZTE5XXUG,West Michaelmouth,535,2021-02-01 16:14:26,Checking,44199.93,2019-02-05 11:54:00,"$1,374.30",1374.3,2019-05-09 03:47:20,92.66203703703704,-727.1808564814814,Account opened before customer signup
TXNVR9WPYOVC7R54M,ACCCXB2SQBT7DY0,CUS02G08L63KY75,East Victoria,569,2023-10-13 15:33:50,Checking,147059.02,2025-09-17 06:07:00,$422.75,422.75,2019-05-09 09:14:50,-2322.869560185185,704.6063657407408,Transaction before account opening
TXNH99W5V4EI6N5AB,ACC5C9TDGJIDLCD,CUS03EC0SVLIIQ7,Port Laura,676,2024-11-10 06:20:36,Savings,177165.28,2019-07-23 01:32:00,"$3,056.40",3056.4,2019-05-09 12:56:18,-74.52479166666667,-1937.2004166666666,Transaction before account opening
TXNAL76AECMW3Q14M,ACCSB4OLLEU1YZH,CUS06DIMQZ300WZ,Danielmouth,655,2024-01-29 23:46:49,Savings,70406.06,2020-10-18 12:03:00,"$6,637.53",6637.53,2019-05-10 03:13:02,-527.3680324074074,-1198.488761574074,Transaction before account opening
TXNH12A2Q64N44D34,ACC7AS993CUS43T,CUS01QF9KNJXV0D,West Lisa,577,2024-05-10 10:58:47,Business,171211.99,2024-10-27 10:47:00,"$9,873.39",9873.39,2019-05-10 10:17:46,-1997.020300925926,169.99181712962962,Transaction before account opening
TXNQ08RXDLQIUPJ1Q,ACCFFAC9GDWFJN3,CUS04A2RR4OL58H,Collinsmouth,352,2023-08-06 02:43:22,Savings,76746.37,2023-11-28 17:20:00,"$9,136.62",9136.62,2019-05-11 00:26:15,-1662.7039930555557,114.60877314814815,Transaction before account opening
TXNP28MAOI4NB5E5V,ACCZ2FWYZW7MOXC,CUS04IHOENWAGOJ,Shannonville,401,2021-08-26 14:07:25,Checking,98860.65,2021-03-05 14:55:00,"$9,630.25",9630.25,2019-05-11 02:58:11,-664.4977893518519,-173.96695601851852,Transaction before account opening
TXN0MXSQDIQ9OTE08,ACCC3OMOKEZA0ZF,CUS04XM9H1NY7C3,North Bryanside,680,2020-08-04 21:08:19,Business,53052.97,2023-02-18 06:00:00,"$9,560.71",9560.71,2019-05-12 05:24:20,-1378.0247685185186,927.369224537037,Transaction before account opening
